39,2,False,True,sink,nan,nan,nan
40,0,True,True,person,nan,nan,nan
40,1,False,True,cell phone,nan,nan,nan
40,2,False,True,sink,nan,nan,nan
41,0,True,True,person,1.5702472925186157,0.23928731679916382,0.17995475232601166
41,1,True,True,cell phone,nan,nan,nan
41,2,False,True,sink,nan,nan,nan
42,0,True,True,person,1.8751353025436401,0.36996132135391235,0.3805476427078247
42,1,False,True,cell phone,nan,nan,nan
42,2,False,True,sink,nan,nan,nan
43,0,True,True,person,1.722914695739746,0.368922621011734,0.4228469431400299
43,1,False,True,cell phone,nan,nan,nan
43,2,False,False,sink,nan,nan,nan
44,0,False,True,person,nan,nan,nan
44,1,False,True,cell phone,nan,nan,nan
44,2,False,True,sink,nan,nan,nan
45,0,True,True,person,1.5320204496383667,0.19101835787296295,0.06524395942687988
45,1,False,True,cell phone,nan,nan,nan
45,2,False,False,sink,nan,nan,nan
46,0,False,True,person,nan,nan,nan
46,1,True,True,cell phone,nan,nan,nan
46,2,False,True,sink,nan,nan,nan
47,0,True,True,person,1.7901571989059448,0.27839604020118713,0.20192021131515503
47,1,True,True,cell phone,nan,nan,nan
47,2,False,True,sink,nan,nan,nan
48,0,True,True,person,1.6421928405761719,0.17836926877498627,0.012795142829418182
